round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,1.279544496908784,16871331,134030464,172.26942381635308,16871331
1,1,0.0712581891566515,16871331,134030464,172.26942381635308,16871331
2,0,1.4002706445753574,16871331,134030464,171.80895326845348,16871333
2,1,0.09091687947511673,16871331,134030464,171.80895326845348,16871333
3,0,1.8156069330871105,16871331,134030464,171.0852234903723,16871333
3,1,0.10050049424171448,16871331,134030464,171.0852234903723,16871333
4,0,1.3963998071849346,16871331,134030464,168.87345475517213,16871333
4,1,0.07289726473391056,16871331,134030464,168.87345475517213,16871333
5,0,1.2241503298282623,16871331,134030464,170.95359848812222,16871333
5,1,0.0716152936220169,16871331,134030464,170.95359848812222,16871333
6,0,1.6228332947939634,16871331,134030464,164.32694474607706,16871331
6,1,0.07280503958463669,16871331,134030464,164.32694474607706,16871331
7,0,1.3830125164240599,16871331,134030464,165.55399535037577,16871331
7,1,0.07277087680995464,16871331,134030464,165.55399535037577,16871331
8,0,1.4649497829377651,16871331,134030464,165.8089098110795,16871333
8,1,0.07989086396992207,16871331,134030464,165.8089098110795,16871333
9,0,1.3061085399240255,16871331,134030464,165.68594042025506,16871331
9,1,0.06202920712530613,16871331,134030464,165.68594042025506,16871331
10,0,1.6538347993046045,16871331,134030464,161.0819463133812,16871331
10,1,0.12194998562335968,16871331,134030464,161.0819463133812,16871331
11,0,1.3460656180977821,16871331,134030464,167.69354295916855,16871331
11,1,0.0755266509950161,16871331,134030464,167.69354295916855,16871331
12,0,1.2325891014188528,16871331,134030464,170.91511582955718,16871331
12,1,0.07175946608185768,16871331,134030464,170.91511582955718,16871331
13,0,1.311034683138132,16871331,134030464,168.1584833599627,16871333
13,1,0.07626517675817013,16871331,134030464,168.1584833599627,16871333
14,0,1.1379422973841429,16871331,134030464,162.5485203024,16871331
14,1,0.07567271962761879,16871331,134030464,162.5485203024,16871331
15,0,1.8086001966148615,16871331,134030464,167.56037390232086,16871331
15,1,0.13687438890337944,16871331,134030464,167.56037390232086,16871331
16,0,1.1231181286275387,16871331,134030464,165.0116579271853,16871335
16,1,0.05694247782230377,16871331,134030464,165.0116579271853,16871335
17,0,1.3715402521193027,16871331,134030464,165.50353075936437,16871331
17,1,0.07561418041586876,16871331,134030464,165.50353075936437,16871331
18,0,1.5012484230101109,16871331,134030464,165.87741880491376,16871331
18,1,0.0675099827349186,16871331,134030464,165.87741880491376,16871331
19,0,1.2670639902353287,16871331,134030464,165.80502828396857,16871331
19,1,0.06639830954372883,16871331,134030464,165.80502828396857,16871331
20,0,1.355312554165721,16871331,134030464,175.27956643514335,16871331
20,1,0.08128652535378933,16871331,134030464,175.27956643514335,16871331
