round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,37.15262783691287,16871331,2217173486,166.81551721692085,16871331
1,1,35.78928113728762,16871331,2217191679,166.81551721692085,16871331
2,0,37.9153166487813,16871331,2217190212,163.92371375486255,16871333
2,1,35.78792414441705,16871331,2217209217,163.92371375486255,16871333
3,0,37.599762819707394,16871331,2217209813,164.70826271548867,16871331
3,1,35.730605114251375,16871331,2217210557,164.70826271548867,16871331
4,0,37.65333083644509,16871331,2217207890,168.11502268910408,16871333
4,1,35.82875205203891,16871331,2217210634,168.11502268910408,16871333
5,0,38.26737457886338,16871331,2217217780,165.36989486962557,16871331
5,1,35.780090004205704,16871331,2217193499,165.36989486962557,16871331
6,0,38.219708770513535,16871331,2217189709,164.68388042226434,16871331
6,1,36.127327144145966,16871331,2217206746,164.68388042226434,16871331
7,0,37.78205805644393,16871331,2217184474,168.28833133354783,16871331
7,1,36.04016575962305,16871331,2217193091,168.28833133354783,16871331
8,0,37.67048818618059,16871331,2217222110,163.98816403001547,16871331
8,1,35.97206326201558,16871331,2217223121,163.98816403001547,16871331
9,0,37.749053064733744,16871331,2217209304,165.3717419579625,16871331
9,1,35.74232576042414,16871331,2217224802,165.3717419579625,16871331
10,0,38.13340634480119,16871331,2217192596,168.7258260026574,16871331
10,1,36.36031536385417,16871331,2217200381,168.7258260026574,16871331
11,0,38.446837447583675,16871331,2217215194,165.43979539722204,16871331
11,1,36.111251302063465,16871331,2217197060,165.43979539722204,16871331
12,0,37.62963363528252,16871331,2217214078,168.03812836110592,16871331
12,1,35.70792390778661,16871331,2217213848,168.03812836110592,16871331
13,0,37.507872097194195,16871331,2217205141,164.974969830364,16871331
13,1,35.93968766927719,16871331,2217196818,164.974969830364,16871331
14,0,37.51083078607917,16871331,2217200566,165.30060502141714,16871331
14,1,35.73263954743743,16871331,2217206407,165.30060502141714,16871331
15,0,37.94064835831523,16871331,2217234835,167.09620356932282,16871331
15,1,36.098304118961096,16871331,2217188753,167.09620356932282,16871331
16,0,37.550230126827955,16871331,2217230905,166.86469912156463,16871331
16,1,35.866550628095865,16871331,2217184720,166.86469912156463,16871331
