round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,291.6517975497991,16871331,32585834988,216.20454454794526,16871331
1,1,290.0498555768281,16871331,32585798544,216.20454454794526,16871331
2,0,291.96995503269136,16871331,32585787271,214.23194218426943,16871331
2,1,290.5721999388188,16871331,32585831709,214.23194218426943,16871331
3,0,292.5342665538192,16871331,32585822006,209.1523245163262,16871333
3,1,290.14678317680955,16871331,32585886973,209.1523245163262,16871333
4,0,293.07858527451754,16871331,32585832983,215.96359331347048,16871333
4,1,290.3927299194038,16871331,32585881046,215.96359331347048,16871333
5,0,292.0338562577963,16871331,32585878241,213.91971201263368,16871333
5,1,290.9338644836098,16871331,32585853474,213.91971201263368,16871333
6,0,290.89783038571477,16871331,32585883903,218.0338541548699,16871331
6,1,289.2438888568431,16871331,32585825310,218.0338541548699,16871331
7,0,296.78576780855656,16871331,32585834598,214.5199298746884,16871331
7,1,295.40775764733553,16871331,32585875703,214.5199298746884,16871331
8,0,291.75535871088505,16871331,32585884722,211.319960789755,16871333
8,1,289.83722759224474,16871331,32585825333,211.319960789755,16871333
9,0,293.38139238767326,16871331,32585804902,211.04658921062946,16871331
9,1,292.03836193308234,16871331,32585886686,211.04658921062946,16871331
10,0,292.2487731743604,16871331,32585763273,211.4013904351741,16871331
10,1,291.11458132229745,16871331,32585924214,211.4013904351741,16871331
11,0,297.2065242845565,16871331,32585890466,230.17470511607826,16871331
11,1,295.09182373434305,16871331,32585890799,230.17470511607826,16871331
12,0,294.1310196015984,16871331,32585980656,212.67803268320858,16871333
12,1,291.4891292229295,16871331,32585938612,212.67803268320858,16871333
13,0,292.0510571692139,16871331,32585828598,214.46429142542183,16871331
13,1,290.3911744374782,16871331,32585842128,214.46429142542183,16871331
14,0,294.819677144289,16871331,32585868113,215.12185756117105,16871331
14,1,293.20372758992016,16871331,32585794624,215.12185756117105,16871331
15,0,293.4979020021856,16871331,32585758418,215.569125007838,16871331
15,1,292.7651824988425,16871331,32585852571,215.569125007838,16871331
16,0,292.3789026569575,16871331,32585886588,210.67689523659647,16871331
16,1,290.4821117967367,16871331,32585893838,210.67689523659647,16871331
17,0,292.6360993217677,16871331,32585907106,214.38617541454732,16871331
17,1,290.4338493235409,16871331,32585860101,214.38617541454732,16871331
18,0,294.676394386217,16871331,32585823366,208.60108833760023,16871331
18,1,292.48787919804454,16871331,32585812446,208.60108833760023,16871331
19,0,294.22052866220474,16871331,32585881604,216.0215885322541,16871333
19,1,292.7200596611947,16871331,32585864156,216.0215885322541,16871333
20,0,295.0596693139523,16871331,32585869982,213.54727553762496,16871331
20,1,292.9002883732319,16871331,32585904092,213.54727553762496,16871331
