round,client_id,step,loss,loss_moving_avg,perplexity,supervised_tokens,loss_sum,global_grad_norm,learning_rate,step_time,supervised_tokens_per_second
1,0,0,5.420730113983154,5.420730113983154,226.04410022681785,5,27.10365056991577,6.975634698314625,0.0002,2.6732689775526524,1.870369215363223
1,0,1,2.911700487136841,4.166215300559998,18.388040622683167,19,55.322309255599976,1.7104222363134847,0.0002,1.4825402721762657,12.815840727287176
1,0,2,3.3345744609832764,3.8890016873677573,28.066437318117554,8,26.67659568786621,3.033742495239568,0.0002,1.2101688794791698,6.610647601054676
1,0,3,3.1440043449401855,3.7027523517608643,23.19656819126217,9,28.29603910446167,3.834846342471042,0.0002,1.4064322263002396,6.399170775313787
1,0,4,2.3357577323913574,3.429353427886963,10.337289861865347,10,23.357577323913574,4.294789639256951,0.0002,1.214608073234558,8.233108457256943
1,0,5,4.650524616241455,3.6328819592793784,104.63986695373234,5,23.252623081207275,9.023607794579126,0.0002,1.2827587686479092,3.8978490127728738
1,0,6,5.500517845153809,3.8996870858328685,244.8186776099186,5,27.502589225769043,7.07162361351124,0.0002,1.3113826736807823,3.8127696059656064
1,0,7,2.545691967010498,3.730437695980072,12.752049031057831,17,43.27676343917847,3.062487620863923,0.0002,1.1799949035048485,14.40684188508459
1,0,8,4.081679344177246,3.769464545779758,59.24487889792539,5,20.40839672088623,13.356412743383776,0.0002,1.4030520021915436,3.563659787513281
1,0,9,1.9942353963851929,3.5919416308403016,7.346583655448882,85,169.5100086927414,1.1104646675644596,0.0002,1.5003346279263496,56.6540279867303
1,0,10,2.547227621078491,3.4969676299528643,12.771646810881434,9,22.92504858970642,6.853877289458882,0.0002,1.1912455633282661,7.555117330178808
1,0,11,1.1776254177093506,3.303689112265905,3.246655591406284,16,18.84200668334961,4.238940682449576,0.0002,1.409166257828474,11.35423156147381
1,0,12,2.834162712097168,3.2675716968683095,17.0161469201684,13,36.844115257263184,4.290490853487655,0.0002,1.300915688276291,9.992961201986086
1,0,13,1.5174965858459473,3.1425663317952837,4.560793337181003,12,18.209959030151367,4.0617763776035005,0.0002,1.2997411116957664,9.232607857070592
1,0,14,2.2007648944854736,3.0797795693079633,9.031919323267752,12,26.409178733825684,8.064582296215388,0.0002,1.2268713265657425,9.780976814895816
1,0,15,1.2944035530090332,2.96819356828928,3.6488189978684753,83,107.43549489974976,1.3416597587384025,0.0002,1.2809120789170265,64.79757773084165
1,0,16,0.5320981740951538,2.8248938392190373,1.7025007066289406,5,2.660490870475769,7.083457108838547,0.0002,1.104187648743391,4.528215838757295
1,0,17,1.521188497543335,2.752465764681498,4.577662504028258,10,15.21188497543335,8.679269799040918,0.0002,1.2048350013792515,8.299891676912077
1,0,18,2.194509506225586,2.7230996458153975,8.975597502253104,18,39.50117111206055,6.645400027678083,0.0002,1.5057329200208187,11.95431125976254
1,0,19,1.0094975233078003,2.6374195396900175,2.744221761051296,19,19.180452942848206,2.902668923623207,0.0002,1.3147444538772106,14.451477581037576
1,0,20,0.8883588314056396,2.410800975561142,2.4311364706206158,6,5.330152988433838,5.034015749853766,0.0002,1.3944697827100754,4.3027106606349905
1,0,21,0.540844738483429,2.2922581881284714,1.7174570516483623,6,3.2450684309005737,5.31091271365927,0.0002,1.1930729895830154,5.029030120023946
1,0,22,0.19796495139598846,2.135427712649107,1.2189196716400774,54,10.690107375383377,1.392281027363631,0.0002,1.4036082029342651,38.47227444746486
1,0,23,2.0769877433776855,2.082076882570982,7.980393678399801,26,54.001681327819824,4.881438739191731,0.0002,1.207777962088585,21.527135629332687
1,0,24,0.4006218910217285,1.9853200905025006,1.492752738566976,7,2.8043532371520996,2.8020065589448264,0.0002,1.2978431545197964,5.393563910725414
1,0,25,1.8756023645401,1.8465739779174328,6.524748213795092,88,165.0530080795288,1.2075756400683513,0.0002,0.8973937593400478,98.06174723648185
1,0,26,1.4701392650604248,1.6450550489127636,4.3498408797356,8,11.761114120483398,6.655493864231917,0.0002,1.3086217157542706,6.113302189387035
1,0,27,0.4869236350059509,1.5421166323125362,1.6273023357003846,5,2.4346181750297546,5.664173089900199,0.0002,1.2080101147294044,4.139038191017138
1,0,28,0.7101470828056335,1.3735400192439555,2.0342904457898094,4,2.840588331222534,7.233989152492202,0.0002,1.0848913230001926,3.687005246699065
1,0,29,0.19424018263816833,1.2835402585566045,1.2143879228264787,4,0.7769607305526733,2.8687776819357245,0.0002,1.393004659563303,2.871490753845699
1,0,30,0.4531208872795105,1.1788349218666554,1.573214356623029,19,8.6092968583107,1.9915477531104426,0.0002,1.3011303469538689,14.602687612722047
1,0,31,0.9249421954154968,1.1662007607519627,2.5217224890243526,5,4.624710977077484,8.223962490882796,0.0002,1.505243830382824,3.32172097242768
1,0,32,1.0299797058105469,1.0759916104376317,2.80100898991517,4,4.1199188232421875,9.287649158389085,0.0002,0.9999044872820377,4.000382087366052
1,0,33,2.6526544094085693,1.1327495016157627,14.191659166769146,45,119.36944842338562,2.104818345543018,0.0002,1.823175359517336,24.682211595879192
1,0,34,2.0562171936035156,1.125522116571665,7.816346091255681,47,96.64220809936523,2.5679735990489005,0.0002,1.4857476130127907,31.63390577804373
1,0,35,2.6165030002593994,1.1916270889341831,13.687773652579695,8,20.932024002075195,9.643227724844067,0.0002,1.6084552519023418,4.973716235212818
