round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,145.26642451062799,10725139,16260811153,101.90054052695632,10725139
1,1,143.52344927191734,10725139,16260750485,101.90054052695632,10725139
2,0,145.93237102776766,10725139,16260805219,104.87672835588455,10725139
2,1,144.59673643484712,10725139,16260778452,104.87672835588455,10725139
3,0,146.4531294889748,10725139,16260794240,102.75545006617904,10725139
3,1,144.47857908904552,10725139,16260772239,102.75545006617904,10725139
4,0,145.08557875826955,10725139,16260798424,101.9559869132936,10725139
4,1,143.51752042770386,10725139,16260798498,101.9559869132936,10725139
5,0,145.36713221296668,10725139,16260828347,105.39636803418398,10725139
5,1,144.30234457552433,10725139,16260777796,105.39636803418398,10725139
6,0,145.99747400730848,10725139,16260842046,100.55686956644058,10725139
6,1,144.43467501923442,10725139,16260773980,100.55686956644058,10725139
7,0,144.72406536713243,10725139,16260789162,102.70434668287635,10725139
7,1,142.8848381601274,10725139,16260740856,102.70434668287635,10725139
8,0,145.39839600026608,10725139,16260783267,99.00825336575508,10725139
8,1,143.92793636769056,10725139,16260722308,99.00825336575508,10725139
9,0,144.7115640938282,10725139,16260757418,104.51244428381324,10725139
9,1,142.8080281764269,10725139,16260787261,104.51244428381324,10725139
10,0,144.96750321611762,10725139,16260753172,102.3120926246047,10725139
10,1,144.47029996663332,10725139,16260789166,102.3120926246047,10725139
11,0,146.67095984891057,10725139,16260739793,104.64947485178709,10725139
11,1,145.3820395283401,10725139,16260813878,104.64947485178709,10725139
12,0,145.90667755529284,10725139,16260764729,104.23846812918782,10725139
12,1,144.95029352605343,10725139,16260819390,104.23846812918782,10725139
13,0,145.2493756376207,10725139,16260761387,103.09521797299385,10725141
13,1,144.58138221502304,10725141,16260730163,103.09521797299385,10725141
14,0,144.89357134327292,10725139,16260782898,100.96378217637539,10725139
14,1,142.85814920440316,10725139,16260766776,100.96378217637539,10725139
15,0,145.59312099218369,10725139,16260788402,102.24149483442307,10725141
15,1,143.41715820133686,10725141,16260794238,102.24149483442307,10725141
16,0,145.415886066854,10725139,16260754125,101.70296248048544,10725139
16,1,144.8252814374864,10725139,16260810628,101.70296248048544,10725139
17,0,147.5171804279089,10725139,16260740849,106.61716119945049,10725141
17,1,146.42473078891635,10725143,16260801789,106.61716119945049,10725141
18,0,145.4263565763831,10725139,16260783626,104.71431839093566,10725139
18,1,143.554606243968,10725139,16260757988,104.71431839093566,10725139
19,0,146.70167218148708,10725139,16260796346,109.16139657795429,10725139
19,1,145.19623239710927,10725139,16260844744,109.16139657795429,10725139
20,0,147.2113427296281,10725139,16260814169,105.75446715950966,10725139
20,1,144.22149697691202,10725139,16260811698,105.75446715950966,10725139
21,0,146.18497404828668,10725141,16260784050,104.63203516229987,10725141
21,1,144.62891768664122,10725139,16260829205,104.63203516229987,10725141
22,0,147.11929418891668,10725139,16260781848,113.56284444406629,10725139
22,1,146.1927209533751,10725139,16260738294,113.56284444406629,10725139
23,0,148.3033925332129,10725139,16260809554,112.2301795296371,10725139
23,1,147.0631943307817,10725139,16260820200,112.2301795296371,10725139
24,0,147.74926601350307,10725139,16260778824,111.41896181553602,10725139
24,1,145.81642032042146,10725139,16260722672,111.41896181553602,10725139
25,0,147.66812102496624,10725141,16260770643,112.94054528325796,10725139
25,1,147.16487312316895,10725139,16260792728,112.94054528325796,10725139
26,0,145.43768295645714,10725141,16260774621,107.09532032161951,10725139
26,1,144.7699468433857,10725139,16260752357,107.09532032161951,10725139
27,0,146.25050497055054,10725141,16260781865,111.56264988332987,10725139
27,1,145.72373173758388,10725139,16260804409,111.56264988332987,10725139
28,0,146.8741270415485,10725139,16260795958,111.43709954991937,10725139
28,1,144.59624679386616,10725139,16260789612,111.43709954991937,10725139
29,0,147.74266904219985,10725139,16260729427,113.45721796154976,10725139
29,1,144.96412882581353,10725139,16260753681,113.45721796154976,10725139
30,0,146.2853982448578,10725141,16260753323,107.39972521364689,10725139
30,1,144.36754424124956,10725139,16260775817,107.39972521364689,10725139
31,0,147.63755829259753,10725139,16260797181,104.88986644521356,10725139
31,1,145.19434255734086,10725139,16260807057,104.88986644521356,10725139
32,0,147.4660860300064,10725139,16260743725,107.60086246207356,10725139
32,1,145.07252410054207,10725139,16260764676,107.60086246207356,10725139
33,0,146.93220725655556,10725139,16260787726,105.66143256798387,10725139
33,1,144.806418530643,10725139,16260770781,105.66143256798387,10725139
34,0,146.19426402449608,10725139,16260786574,104.29788370802999,10725141
34,1,146.0974041968584,10725139,16260757221,104.29788370802999,10725141
35,0,146.29146944731474,10725139,16260759113,102.9609365798533,10725139
35,1,143.57018465548754,10725139,16260735593,102.9609365798533,10725139
36,0,146.29516142979264,10725139,16260787092,107.67795200273395,10725139
36,1,145.20946873351932,10725139,16260735698,107.67795200273395,10725139
37,0,147.36894416809082,10725141,16260749896,107.6805805042386,10725141
37,1,145.49693969264627,10725139,16260812547,107.6805805042386,10725141
38,0,148.00134757906199,10725139,16260780526,114.75624054670334,10725139
38,1,146.51220141351223,10725139,16260798647,114.75624054670334,10725139
39,0,147.12455384805799,10725139,16260776438,107.70932196453214,10725139
39,1,144.79505718126893,10725139,16260800050,107.70932196453214,10725139
40,0,145.40235720947385,10725139,16260718758,105.59624643623829,10725139
40,1,144.0834807343781,10725139,16260832851,105.59624643623829,10725139
