round,client_id,steps,mean_loss,token_weighted_mean_loss,min_loss,max_loss,final_loss,final_moving_avg_loss,perplexity,supervised_tokens,mean_step_time,train_time
1,0,60,3.350718171397845,2.0798578405089274,0.316672146320343,7.043889045715332,2.3393630981445312,3.350718171397845,8.003331083947797,1311,0.6647265733530124,39.9059888496995
1,1,60,3.6466033895810446,2.265386983839392,0.30276498198509216,8.12407112121582,2.026611804962158,3.6466033895810446,9.634852411940837,1368,0.6641534473126133,39.87195514142513
2,0,60,1.4007339887320995,1.1816133413072905,0.13974542915821075,3.6979920864105225,0.734529972076416,2.375726080064972,3.259628856855958,1296,0.6620123248547316,39.74525888264179
2,1,60,1.2835073366761207,1.3128055938243435,0.32777878642082214,3.5302212238311768,0.4166690707206726,2.4650553631285828,3.7165863302474316,1103,0.6648129295557738,39.91217416152358
3,0,60,1.2939275504400334,1.2615890698669918,0.10765496641397476,4.036281585693359,0.46748054027557373,2.0151265701899925,3.531028081874808,1089,0.6617393566295504,39.72905854135752
3,1,60,1.513621566692988,1.9213007818258379,0.13617953658103943,4.206984519958496,0.6033093929290771,2.147910764316718,6.829836821249962,1693,0.6657706700265408,39.96898792311549
4,0,60,1.2575734893480937,1.3075595524355856,0.1430775225162506,3.490396499633789,2.2719545364379883,1.8257382999795178,3.6971400172139757,1384,0.659693809474508,39.60587230324745
4,1,60,1.2082882031798363,1.1607896904168724,0.20325203239917755,3.6267051696777344,1.2459564208984375,1.9130051240324975,3.192453330755334,1099,0.66430442823718,39.88174741715193
5,0,60,1.0000078534086545,0.9418636897326547,0.1079510897397995,4.145481586456299,1.672671914100647,1.6605922106653452,2.5647568780197627,1388,0.6614925437296431,39.7125437296927
5,1,60,1.3849804552892844,1.461271316616744,0.14734584093093872,3.7989425659179688,0.7496131062507629,1.8074001902838548,4.311437247464509,1576,0.665462089329958,39.951463136821985
6,0,60,1.1901074334979058,1.217588790385579,0.27354055643081665,2.6271345615386963,1.1844086647033691,1.2284700630853573,3.3790303525222503,1026,0.6624937090401848,39.77841145172715
6,1,60,1.2455328777432442,1.6155353766412877,0.21228238940238953,3.5918338298797607,1.629116177558899,1.3271860879162947,5.030580457913698,1675,0.6665312417472402,40.01559432968497
7,0,60,1.3300811670720578,1.3498097167827825,0.1329660564661026,2.9598159790039062,2.1291568279266357,1.214339498753349,3.8566915971866456,1301,0.6623061292494337,39.76243046298623
7,1,60,1.1176923250158628,1.3708197949300718,0.172651469707489,3.288390636444092,2.279076337814331,1.2940230855842432,3.9385781987833433,1153,0.6625746957336863,39.77533823624253
8,0,60,1.1005205124616624,0.9823473113919458,0.15032805502414703,3.1395130157470703,1.7544132471084595,1.1756580911576748,2.670717896571,1116,0.6625659144793947,39.77943377569318
8,1,60,1.1503983485201994,1.134732939513833,0.10063999891281128,3.245269775390625,0.8624259233474731,1.2213784419496854,3.110342782322809,1519,0.6646282811959584,39.89911435544491
9,0,60,0.9867131963372231,0.8638391935853034,0.1194712221622467,3.245544910430908,0.489001601934433,1.1214860325555007,2.372250763185145,1507,0.6599200428153078,39.619426999241114
9,1,60,1.168983193486929,1.2978062448929197,0.17695027589797974,3.4064934253692627,1.0728578567504883,1.213517440011104,3.6612559522202,1051,0.6635041592021783,39.832938600331545
10,0,60,1.0914352282881736,1.107929428138162,0.17501027882099152,2.910173177719116,0.45304879546165466,1.1397715075314045,3.0280820373919384,1453,0.6630838726957639,39.80888221412897
10,1,60,1.236149105678002,1.092175116929097,0.09464208781719208,3.8858957290649414,1.3766740560531616,1.1837511700888474,2.98075050739819,1230,0.6650135222201546,39.92584291473031
11,0,60,1.2381464858849844,1.4401660868202029,0.18625648319721222,3.608736991882324,2.2249605655670166,1.1493793180088203,4.2213968771606565,1124,0.662388362797598,39.76752137392759
11,1,60,1.088043868665894,1.0454668748532714,0.07853574305772781,3.7244997024536133,1.8765405416488647,1.1522533682733773,2.8447263448593376,1084,0.6642118448391556,39.8764014467597
12,0,60,1.2061437154809633,1.63894276502147,0.13102251291275024,3.4898972511291504,1.4104700088500977,1.1245918276906013,5.149722166775571,1143,0.6622143777708213,39.75865766406059
12,1,60,1.193098416676124,1.7514235001203475,0.15112760663032532,3.8307998180389404,3.8307998180389404,1.1673345866054297,5.762800186802125,2040,0.6644827445348104,39.89023873209953
13,0,60,1.1078012010703484,1.1756480681577317,0.05698365718126297,3.369434356689453,0.21747830510139465,1.1260479654123385,3.2402421613145758,1271,0.6622403691833217,39.759471382945776
13,1,60,1.134088324320813,1.1781087434896413,0.023708466440439224,3.443378448486328,0.36508795619010925,1.1640725817655524,3.248225163029996,1363,0.6658334544549386,39.97356317564845
14,0,60,1.0043147722880046,1.0274872622937887,0.1671253740787506,3.623121976852417,1.3310123682022095,1.129568280602495,2.794036326312645,1453,0.6613943218563993,39.70509980618954
14,1,60,0.9668130218982697,1.2874347700642934,0.08852519094944,3.7891845703125,2.16398024559021,1.1236385474478205,3.623479565318842,1104,0.6649036468937993,39.91792415082455
15,0,60,0.9622585448125999,1.2034675759284286,0.0946640819311142,3.6411707401275635,1.1572147607803345,1.1037329439073802,3.331649664029561,1956,0.6626059244697292,39.78110625222325
15,1,60,1.2822690724084775,1.6331317998591017,0.1233750507235527,3.4794042110443115,1.4880560636520386,1.1328625407939157,5.1198840886474235,1525,0.6652860507989923,39.939774576574564
16,0,60,1.0674697334567707,1.1264318765154755,0.13310299813747406,3.9062297344207764,0.3447384238243103,1.0695975934217374,3.0846304982328716,1293,0.6635467921073238,39.83978631347418
16,1,60,1.0664026270310083,1.2801296755295657,0.1342678815126419,2.973393201828003,0.18761441111564636,1.1285342924669386,3.5971061519717433,1348,0.6643084602430462,39.88348671793938
17,0,60,0.9799792528152466,1.294353390729279,0.033156588673591614,2.844942808151245,0.19751664996147156,1.0243647008885939,3.648635969379733,1205,0.6625384862845143,39.77817214280367
17,1,60,1.260506979872783,1.1974652417674403,0.1615426391363144,3.657395362854004,1.2449934482574463,1.1420160051062702,3.3117118859019317,1156,0.6657546470562618,39.969172310084105
18,0,60,1.0180916829655569,1.1133013023805303,0.07940282672643661,3.2183587551116943,0.8330502510070801,1.0064227972676356,3.0443922823627174,904,0.6625804501896103,39.77928014099598
18,1,60,0.9819917211929957,1.3652941335742623,0.1462247520685196,2.6216044425964355,0.4433799982070923,1.1115966844807068,3.916874967009962,1212,0.6664175597950817,40.00863039121032
19,0,60,1.218657386302948,1.2332377009285165,0.1175370067358017,3.9828803539276123,0.8114638924598694,1.0492913200706244,3.4323244055782647,1051,0.6619876341894269,39.74415443837643
19,1,60,1.0293248848058283,1.4285257172097041,0.025363309308886528,3.774566650390625,0.14457017183303833,1.1240990570622187,4.172543146609621,1779,0.666016990505159,39.98421147093177
20,0,60,1.073031145396332,1.104557358760172,0.04282664135098457,4.130496501922607,1.875911831855774,1.0714458401873708,3.0178883312809783,1596,0.661316102805237,39.702520448714495
20,1,60,1.1971290348097683,1.1476313480415823,0.05747098848223686,4.794238567352295,2.7639427185058594,1.1070710495424767,3.150721102418022,1037,0.6669866704692443,40.041830625385046
21,0,60,0.9617105163633823,1.4971051686094052,0.07398045063018799,3.2091262340545654,0.6498380303382874,1.050293996768693,4.468734096413896,1293,0.6619486445561051,39.73870228603482
21,1,60,0.8904926396906376,1.0265573434516069,0.137989342212677,2.938847541809082,0.20012398064136505,1.0718890520744027,2.7914393069828183,954,0.6649089686572551,39.91739236190915
22,0,60,1.1221353304882844,1.6298574580570504,0.07366688549518585,3.667839765548706,1.8137764930725098,1.0787252123033007,5.103147254166099,1526,0.663374327806135,39.82617159560323
22,1,60,1.1471601763119301,2.022861116303533,0.09138191491365433,3.7934882640838623,1.0231187343597412,1.049219691362232,7.559923841791015,2550,0.6665951403478781,40.018233969807625
23,0,60,1.124969228853782,1.547211707335583,0.17205671966075897,4.811530590057373,0.8978790044784546,1.1001007214809457,4.698351522672946,1496,0.6630685791994134,39.80865241959691
23,1,60,1.1349099521835646,1.2642128414349283,0.04786989092826843,3.3093209266662598,1.380523443222046,1.0798033375603457,3.540304857710042,1347,0.6657305131355922,39.96613288298249
