round,client_id,step,loss
1,1,60,1.7811698913574219
1,1,61,2.112596273422241
1,1,62,2.1632072925567627
1,1,63,1.8788096904754639
1,1,64,2.0069503784179688
1,1,65,1.3771578073501587
1,1,66,1.6108667850494385
1,1,67,1.0199145078659058
1,1,68,1.7541780471801758
1,1,69,2.003631114959717
1,1,70,1.810117244720459
1,1,71,1.767016887664795
1,1,72,2.0392115116119385
1,1,73,1.2516833543777466
1,1,74,1.2030202150344849
1,1,75,2.0400118827819824
1,1,76,1.242103099822998
1,1,77,2.117178440093994
1,1,78,1.8488068580627441
1,1,79,2.1786060333251953
1,1,80,1.409623622894287
1,1,81,1.5199109315872192
1,1,82,2.022061347961426
1,1,83,2.0447628498077393
1,1,84,1.6593221426010132
1,1,85,1.5138208866119385
1,1,86,1.6449012756347656
1,1,87,2.0477194786071777
1,1,88,1.5279215574264526
1,1,89,1.769309163093567
1,1,90,2.06673264503479
1,1,91,1.6353548765182495
1,1,92,1.3494319915771484
1,1,93,1.5044025182724
1,1,94,1.9413834810256958
1,1,95,1.2705262899398804
1,1,96,1.8650885820388794
1,1,97,2.3101556301116943
1,1,98,1.377982258796692
1,1,99,0.8182327151298523
1,2,0,2.4441139698028564
1,2,1,1.113081455230713
1,2,2,1.2087668180465698
1,2,3,1.693548321723938
1,2,4,1.9475494623184204
1,2,5,1.8375877141952515
1,2,6,1.8802999258041382
1,2,7,1.8784493207931519
1,2,8,1.8555514812469482
1,2,9,1.7494771480560303
1,2,10,1.5419586896896362
1,2,11,2.3650388717651367
1,2,12,0.9313284754753113
1,2,13,1.1976758241653442
1,2,14,0.8090816140174866
1,2,15,0.7463104724884033
1,2,16,1.8013217449188232
1,2,17,1.5933886766433716
1,2,18,2.135019302368164
1,2,19,1.8926466703414917
1,2,20,1.1658471822738647
1,2,21,1.8045626878738403
1,2,22,1.9332475662231445
1,2,23,1.9307162761688232
1,2,24,1.531556487083435
1,2,25,1.7424720525741577
1,2,26,0.6511154770851135
1,2,27,2.205993413925171
1,2,28,1.9632718563079834
1,2,29,1.7143163681030273
1,2,30,0.7785890698432922
1,2,31,1.4641226530075073
1,2,32,0.9845731854438782
1,2,33,1.2685890197753906
1,2,34,1.885589361190796
1,2,35,1.330795168876648
1,2,36,1.6099212169647217
1,2,37,1.3763597011566162
1,2,38,1.4272105693817139
1,2,39,1.796452283859253
1,2,40,1.7012767791748047
1,2,41,2.0288028717041016
1,2,42,2.4794089794158936
1,2,43,2.0714685916900635
1,2,44,1.8421636819839478
1,2,45,1.5650904178619385
1,2,46,1.2804410457611084
1,2,47,1.862833023071289
1,2,48,1.9944229125976562
1,2,49,1.7583831548690796
1,2,50,1.3337020874023438
1,2,51,2.2715847492218018
1,2,52,2.2952725887298584
1,2,53,1.1596975326538086
1,2,54,1.1929646730422974
1,2,55,0.7670947313308716
1,2,56,1.857229471206665
1,2,57,1.8007729053497314
1,2,58,1.2818925380706787
1,2,59,1.5442259311676025
1,2,60,0.4557902216911316
1,2,61,2.455287456512451
1,2,62,1.425848126411438
1,2,63,1.477635383605957
1,2,64,0.929740846157074
1,2,65,2.159693717956543
1,2,66,0.7058290839195251
1,2,67,1.3527966737747192
1,2,68,1.552240014076233
1,2,69,1.7361613512039185
1,2,70,1.1851462125778198
1,2,71,2.3301806449890137
1,2,72,0.9727593064308167
1,2,73,0.8223251104354858
1,2,74,1.3033227920532227
1,2,75,1.8750150203704834
1,2,76,1.9229145050048828
1,2,77,1.622286319732666
1,2,78,2.3457415103912354
1,2,79,1.9206491708755493
1,2,80,1.6363590955734253
1,2,81,1.3243951797485352
1,2,82,0.8010208606719971
1,2,83,1.4207441806793213
1,2,84,1.3071560859680176
1,2,85,1.4743163585662842
1,2,86,1.6080442667007446
1,2,87,1.5395426750183105
1,2,88,1.9182713031768799
1,2,89,1.538635492324829
1,2,90,0.9810035228729248
1,2,91,1.5573874711990356
1,2,92,2.0053088665008545
1,2,93,2.059959888458252
1,2,94,2.278566360473633
1,2,95,1.6595282554626465
1,2,96,2.200143814086914
1,2,97,1.9277498722076416
1,2,98,1.6300097703933716
1,2,99,1.672286868095398
1,3,0,1.7996307611465454
1,3,1,1.5989984273910522
1,3,2,1.383928656578064
1,3,3,1.7696645259857178
1,3,4,2.059913158416748
1,3,5,1.613049864768982
1,3,6,2.1879193782806396
1,3,7,1.9019174575805664
1,3,8,1.1095153093338013
1,3,9,1.8640540838241577
1,3,10,2.3476879596710205
1,3,11,1.6613709926605225
1,3,12,1.6154062747955322
1,3,13,1.7818617820739746
1,3,14,2.082986831665039
1,3,15,1.4957027435302734
1,3,16,2.0600080490112305
1,3,17,1.3665111064910889
1,3,18,1.8790719509124756
1,3,19,1.1467729806900024
1,3,20,1.8534702062606812
1,3,21,0.9375515580177307
1,3,22,1.754254937171936
1,3,23,1.8216993808746338
1,3,24,2.3949403762817383
1,3,25,1.3243303298950195
1,3,26,1.3076179027557373
1,3,27,1.4477112293243408
1,3,28,1.6927034854888916
1,3,29,1.618969440460205
1,3,30,0.9653075933456421
1,3,31,0.8222695589065552
1,3,32,1.5188928842544556
1,3,33,1.1493803262710571
1,3,34,1.7328870296478271
1,3,35,1.3621410131454468
1,3,36,1.8988648653030396
1,3,37,1.9561727046966553
1,3,38,0.9526337385177612
1,3,39,1.7916607856750488
1,3,40,1.6583936214447021
1,3,41,1.457453727722168
1,3,42,2.074134111404419
1,3,43,2.080019950866699
1,3,44,1.1988019943237305
1,3,45,0.9807747602462769
1,3,46,1.6338478326797485
1,3,47,1.579174280166626
1,3,48,1.643001675605774
1,3,49,1.573930263519287
1,3,50,1.346765160560608
1,3,51,1.8895841836929321
1,3,52,1.8286480903625488
1,3,53,1.924960732460022
1,3,54,1.131521224975586
1,3,55,1.091673493385315
1,3,56,1.502943515777588
1,3,57,1.4507912397384644
1,3,58,1.4953733682632446
1,3,59,1.5144824981689453
1,3,60,1.3303501605987549
1,3,61,1.3105545043945312
1,3,62,1.8484842777252197
1,3,63,0.7818861603736877
1,3,64,1.7825766801834106
1,3,65,1.3401448726654053
1,3,66,1.6679948568344116
1,3,67,1.0296181440353394
1,3,68,1.8306665420532227
1,3,69,0.2390415221452713
1,3,70,1.1978083848953247
1,3,71,0.7096840143203735
1,3,72,2.2281503677368164
1,3,73,1.4071930646896362
1,3,74,1.9645968675613403
1,3,75,1.0948208570480347
1,3,76,1.4326423406600952
1,3,77,1.9728878736495972
1,3,78,1.365569829940796
1,3,79,1.8924593925476074
1,3,80,1.5915260314941406
1,3,81,2.016123056411743
1,3,82,2.190063238143921
1,3,83,1.9950155019760132
1,3,84,1.4263616800308228
1,3,85,1.6072767972946167
1,3,86,2.05188250541687
1,3,87,1.665397047996521
1,3,88,1.6523232460021973
1,3,89,1.616258144378662
1,3,90,2.0819613933563232
1,3,91,1.8820370435714722
1,3,92,1.177278757095337
1,3,93,1.5035200119018555
1,3,94,1.7032533884048462
1,3,95,0.8574667572975159
1,3,96,1.2776108980178833
1,3,97,1.6602438688278198
1,3,98,2.190410614013672
1,3,99,0.7958123683929443
2,0,0,1.1001360416412354
2,0,1,0.5638280510902405
2,0,2,0.7242864966392517
2,0,3,1.7631251811981201
2,0,4,1.6939778327941895
2,0,5,1.0972245931625366
2,0,6,0.5206928253173828
2,0,7,2.0705764293670654
2,0,8,1.3854968547821045
2,0,9,1.7288448810577393
2,0,10,1.5095049142837524
2,0,11,2.303239345550537
2,0,12,2.07570219039917
2,0,13,1.9095298051834106
2,0,14,1.6121970415115356
2,0,15,0.44003137946128845
2,0,16,0.7011445760726929
2,0,17,1.3962799310684204
2,0,18,1.1555873155593872
2,0,19,1.6222103834152222
2,0,20,1.3138748407363892
2,0,21,1.9266793727874756
2,0,22,0.9608919024467468
2,0,23,1.657464623451233
2,0,24,1.375213623046875
2,0,25,1.4517227411270142
2,0,26,1.4886761903762817
2,0,27,1.2773946523666382
2,0,28,1.4337382316589355
2,0,29,1.6446890830993652
2,0,30,1.8614428043365479
2,0,31,2.0753774642944336
2,0,32,2.26643967628479
2,0,33,0.9105783700942993
2,0,34,2.098785638809204
2,0,35,1.4681713581085205
2,0,36,1.5305840969085693
2,0,37,1.8549591302871704
2,0,38,1.3689963817596436
2,0,39,1.541702389717102
2,0,40,2.189319610595703
2,0,41,1.246250867843628
2,0,42,1.9777100086212158
2,0,43,1.5231837034225464
2,0,44,1.107754111289978
2,0,45,1.9793376922607422
2,0,46,0.21075217425823212
2,0,47,2.504528045654297
2,0,48,2.186995267868042
2,0,49,1.0627650022506714
2,0,50,0.8649420738220215
2,0,51,2.3056259155273438
2,0,52,1.635648488998413
2,0,53,0.5412934422492981
2,0,54,1.514765977859497
2,0,55,1.4889436960220337
2,0,56,1.8357630968093872
2,0,57,1.7178958654403687
2,0,58,0.48029738664627075
2,0,59,0.7239351272583008
2,0,60,1.9450277090072632
2,0,61,2.2640862464904785
2,0,62,2.3371949195861816
2,0,63,1.5461198091506958
2,0,64,1.8403964042663574
2,0,65,1.5120924711227417
2,0,66,1.2150360345840454
2,0,67,0.4542527198791504
2,0,68,1.8820563554763794
2,0,69,1.8337956666946411
2,0,70,1.7987242937088013
2,0,71,2.253432035446167
2,0,72,0.8144927620887756
2,0,73,1.6539397239685059
2,0,74,1.5419431924819946
2,0,75,1.7899129390716553
2,0,76,1.7346224784851074
2,0,77,1.2847819328308105
2,0,78,0.8920412659645081
2,0,79,1.033326506614685
2,0,80,1.990234613418579
2,0,81,1.9379730224609375
2,0,82,1.5944639444351196
2,0,83,0.9130238890647888
2,0,84,1.6401101350784302
2,0,85,2.0330662727355957
2,0,86,1.9244214296340942
2,0,87,0.8611719012260437
2,0,88,1.1878596544265747
2,0,89,1.9702091217041016
2,0,90,2.2194414138793945
2,0,91,1.5964323282241821
2,0,92,2.2091281414031982
2,0,93,1.6132208108901978
2,0,94,2.15959095954895
2,0,95,1.7377923727035522
2,0,96,1.9368095397949219
2,0,97,0.8888079524040222
2,0,98,2.2267978191375732
2,0,99,1.744554042816162
2,1,0,1.4319627285003662
2,1,1,1.6403510570526123
2,1,2,1.1196088790893555
2,1,3,0.22300229966640472
2,1,4,1.6777647733688354
2,1,5,1.5329315662384033
2,1,6,1.6490291357040405
2,1,7,1.4024648666381836
2,1,8,1.4487372636795044
2,1,9,1.7077823877334595
2,1,10,2.2291407585144043
2,1,11,1.8592703342437744
2,1,12,1.2759337425231934
2,1,13,1.0536220073699951
2,1,14,2.050189733505249
2,1,15,1.6388226747512817
2,1,16,1.7107295989990234
2,1,17,1.1088732481002808
2,1,18,2.374872922897339
2,1,19,1.6077907085418701
2,1,20,1.5359512567520142
2,1,21,1.5328344106674194
2,1,22,1.8279467821121216
2,1,23,1.945814847946167
2,1,24,2.060030698776245
2,1,25,0.4693830907344818
2,1,26,1.426620602607727
2,1,27,1.3796329498291016
2,1,28,1.759725570678711
2,1,29,0.5959363579750061
2,1,30,1.83981192111969
2,1,31,1.3350392580032349
2,1,32,2.0047028064727783
2,1,33,1.4836182594299316
2,1,34,0.8656501770019531
2,1,35,2.683016300201416
2,1,36,1.770009160041809
2,1,37,1.9336495399475098
2,1,38,1.935207486152649
2,1,39,1.6818045377731323
2,1,40,1.4580069780349731
2,1,41,1.6045335531234741
2,1,42,1.5854847431182861
2,1,43,2.260166645050049
2,1,44,1.865782618522644
2,1,45,1.4995274543762207
2,1,46,0.1938634216785431
2,1,47,1.0061372518539429
2,1,48,1.8629169464111328
2,1,49,1.6225820779800415
2,1,50,0.5337322354316711
2,1,51,1.509835958480835
2,1,52,1.597427487373352
2,1,53,2.166473388671875
2,1,54,1.831953763961792
2,1,55,0.694523811340332
2,1,56,0.9180012941360474
2,1,57,1.1338480710983276
2,1,58,1.7085403203964233
2,1,59,2.067384719848633
2,1,60,1.7606310844421387
2,1,61,2.050978183746338
2,1,62,2.078118324279785
2,1,63,1.8625138998031616
2,1,64,1.9738671779632568
2,1,65,1.3248541355133057
2,1,66,1.557212471961975
2,1,67,0.948095440864563
2,1,68,1.7005467414855957
2,1,69,1.934730052947998
2,1,70,1.7641797065734863
2,1,71,1.721508502960205
2,1,72,2.0164268016815186
2,1,73,1.178057074546814
2,1,74,1.1320325136184692
2,1,75,2.0299460887908936
2,1,76,1.174606204032898
2,1,77,2.1001477241516113
2,1,78,1.8026690483093262
2,1,79,2.1360301971435547
2,1,80,1.3591941595077515
2,1,81,1.4148622751235962
2,1,82,1.965835690498352
2,1,83,2.0363566875457764
2,1,84,1.6139354705810547
2,1,85,1.4967719316482544
2,1,86,1.5768752098083496
2,1,87,2.015076160430908
2,1,88,1.5008630752563477
2,1,89,1.7575262784957886
2,1,90,2.0327279567718506
2,1,91,1.6129937171936035
2,1,92,1.3457660675048828
2,1,93,1.4642225503921509
2,1,94,1.9398565292358398
2,1,95,1.2618733644485474
2,1,96,1.8594350814819336
2,1,97,2.317883253097534
2,1,98,1.2831337451934814
2,1,99,0.7722679972648621
2,2,0,2.2407753467559814
2,2,1,0.8298933506011963
2,2,2,1.0342075824737549
2,2,3,1.5209784507751465
2,2,4,1.7288869619369507
2,2,5,1.714279294013977
2,2,6,1.8330292701721191
2,2,7,1.757495403289795
2,2,8,1.7681361436843872
2,2,9,1.7078793048858643
2,2,10,1.4525096416473389
2,2,11,2.3169515132904053
2,2,12,0.9031444191932678
2,2,13,0.9744328856468201
2,2,14,0.7835513353347778
2,2,15,0.6684775352478027
2,2,16,1.7644320726394653
2,2,17,1.517367959022522
2,2,18,2.0901565551757812
2,2,19,1.824874758720398
2,2,20,1.1282764673233032
2,2,21,1.705608606338501
2,2,22,1.7436493635177612
2,2,23,1.8552806377410889
2,2,24,1.4748339653015137
2,2,25,1.6444940567016602
2,2,26,0.5688313841819763
2,2,27,2.1898295879364014
2,2,28,1.9170039892196655
2,2,29,1.6893467903137207
2,2,30,0.7027663588523865
2,2,31,1.452954888343811
2,2,32,0.9705238342285156
2,2,33,1.220840573310852
2,2,34,1.851577639579773
2,2,35,1.2962512969970703
2,2,36,1.5555204153060913
2,2,37,1.2785682678222656
2,2,38,1.4058078527450562
2,2,39,1.7355290651321411
2,2,40,1.6309758424758911
2,2,41,1.94395911693573
2,2,42,2.463632106781006
2,2,43,2.046531915664673
2,2,44,1.81942617893219
2,2,45,1.498992919921875
2,2,46,1.2624804973602295
2,2,47,1.8184731006622314
2,2,48,1.936545491218567
2,2,49,1.6751505136489868
2,2,50,1.3118849992752075
2,2,51,2.251620292663574
2,2,52,2.286972761154175
2,2,53,1.0274444818496704
2,2,54,1.1383391618728638
2,2,55,0.7504369616508484
2,2,56,1.8343369960784912
2,2,57,1.731519341468811
2,2,58,1.1755616664886475
2,2,59,1.5085475444793701
2,2,60,0.42185744643211365
2,2,61,2.4535763263702393
2,2,62,1.0457302331924438
2,2,63,1.4181733131408691
2,2,64,0.8877128958702087
2,2,65,2.1234889030456543
2,2,66,0.5204545259475708
2,2,67,1.2972490787506104
2,2,68,1.5236924886703491
2,2,69,1.7261505126953125
2,2,70,1.1439257860183716
2,2,71,2.310023307800293
2,2,72,0.9460669159889221
2,2,73,0.798394501209259
2,2,74,1.281576156616211
2,2,75,1.8494594097137451
2,2,76,1.8518025875091553
2,2,77,1.6087470054626465
2,2,78,2.3208274841308594
2,2,79,1.894849181175232
2,2,80,1.594375491142273
2,2,81,1.2761218547821045
2,2,82,0.7857030630111694
2,2,83,1.3317302465438843
2,2,84,1.2960293292999268
2,2,85,1.42605721950531
2,2,86,1.5948599576950073
2,2,87,1.5380895137786865
2,2,88,1.9090251922607422
2,2,89,1.5252642631530762
2,2,90,0.968009352684021
2,2,91,1.5367707014083862
2,2,92,1.977707862854004
2,2,93,2.0501883029937744
2,2,94,2.2673113346099854
2,2,95,1.606388807296753
2,2,96,2.1748998165130615
2,2,97,1.9225614070892334
2,2,98,1.6271864175796509
2,2,99,1.6666330099105835
2,3,0,1.6894968748092651
2,3,1,1.3125953674316406
2,3,2,1.2092852592468262
2,3,3,1.6438795328140259
2,3,4,1.955540657043457
2,3,5,1.3639605045318604
2,3,6,2.029702663421631
2,3,7,1.7373418807983398
2,3,8,1.0450756549835205
2,3,9,1.8162643909454346
2,3,10,2.2715988159179688
2,3,11,1.563296914100647
2,3,12,1.5023000240325928
2,3,13,1.7296429872512817
2,3,14,2.0412185192108154
2,3,15,1.457093358039856
2,3,16,2.0284957885742188
2,3,17,1.2838845252990723
2,3,18,1.7928656339645386
2,3,19,1.0823521614074707
2,3,20,1.8146504163742065
2,3,21,0.9242165684700012
2,3,22,1.7136366367340088
2,3,23,1.7616018056869507
2,3,24,2.3679778575897217
2,3,25,0.9435979127883911
2,3,26,1.2458182573318481
2,3,27,1.3828177452087402
2,3,28,1.647754430770874
2,3,29,1.5788073539733887
2,3,30,0.895451545715332
2,3,31,0.7628248333930969
2,3,32,1.505002737045288
2,3,33,1.06132173538208
2,3,34,1.7166417837142944
2,3,35,1.258540153503418
2,3,36,1.857303500175476
2,3,37,1.9432692527770996
2,3,38,0.6556521058082581
2,3,39,1.707517147064209
2,3,40,1.577856183052063
2,3,41,1.3662503957748413
2,3,42,2.053774118423462
2,3,43,2.036526679992676
2,3,44,1.1671353578567505
2,3,45,0.7574805021286011
2,3,46,1.2305090427398682
2,3,47,1.4628571271896362
2,3,48,1.6237140893936157
2,3,49,1.415022373199463
2,3,50,1.2706923484802246
2,3,51,1.8382833003997803
2,3,52,1.802543044090271
2,3,53,1.8720308542251587
2,3,54,1.0438123941421509
2,3,55,1.0489283800125122
2,3,56,1.4600510597229004
2,3,57,1.4209195375442505
2,3,58,1.4665359258651733
2,3,59,1.4804948568344116
2,3,60,1.2800066471099854
2,3,61,1.2821910381317139
2,3,62,1.778590440750122
2,3,63,0.6648954153060913
2,3,64,1.7496423721313477
2,3,65,1.3095839023590088
2,3,66,1.5796184539794922
2,3,67,1.0126134157180786
2,3,68,1.8100029230117798
2,3,69,0.2153078019618988
2,3,70,1.1602230072021484
2,3,71,0.4576110541820526
2,3,72,2.222783088684082
2,3,73,1.3766158819198608
2,3,74,1.9335711002349854
2,3,75,0.8990163207054138
2,3,76,1.4066368341445923
2,3,77,1.9694637060165405
2,3,78,1.3094398975372314
2,3,79,1.8837612867355347
2,3,80,1.5933531522750854
2,3,81,1.9731566905975342
2,3,82,2.1783275604248047
2,3,83,1.9542104005813599
2,3,84,1.2248878479003906
2,3,85,1.5770410299301147
2,3,86,2.032900810241699
2,3,87,1.6628403663635254
2,3,88,1.5848889350891113
2,3,89,1.5740206241607666
2,3,90,2.0557141304016113
2,3,91,1.8626432418823242
2,3,92,1.0893176794052124
2,3,93,1.4813984632492065
2,3,94,1.663619875907898
2,3,95,0.8317762017250061
2,3,96,1.2269365787506104
2,3,97,1.6512432098388672
2,3,98,2.1796364784240723
2,3,99,0.8010165095329285
3,0,0,1.0392444133758545
3,0,1,0.5431253910064697
3,0,2,0.6653451919555664
3,0,3,1.7230110168457031
3,0,4,1.6606528759002686
3,0,5,1.0576109886169434
3,0,6,0.47883129119873047
3,0,7,2.0616960525512695
3,0,8,1.3586790561676025
3,0,9,1.690054178237915
3,0,10,1.4578100442886353
3,0,11,2.2814414501190186
3,0,12,2.0218868255615234
3,0,13,1.8823320865631104
3,0,14,1.5517771244049072
3,0,15,0.39494726061820984
3,0,16,0.6891764998435974
3,0,17,1.3539409637451172
3,0,18,1.08359956741333
3,0,19,1.6035432815551758
3,0,20,1.3057671785354614
3,0,21,1.9103801250457764
3,0,22,0.9385548830032349
3,0,23,1.62461519241333
3,0,24,1.313031554222107
3,0,25,1.363438367843628
3,0,26,1.4523818492889404
3,0,27,1.2001206874847412
3,0,28,1.3401403427124023
3,0,29,1.6267781257629395
3,0,30,1.8126482963562012
3,0,31,2.0386674404144287
3,0,32,2.2285168170928955
3,0,33,0.8821955323219299
3,0,34,2.0819554328918457
3,0,35,1.4274014234542847
3,0,36,1.3456968069076538
3,0,37,1.8265284299850464
3,0,38,1.3061046600341797
3,0,39,1.5290474891662598
3,0,40,2.142767906188965
3,0,41,1.2012765407562256
3,0,42,1.9706352949142456
3,0,43,1.4769726991653442
3,0,44,1.0622442960739136
3,0,45,1.9688677787780762
3,0,46,0.15918731689453125
3,0,47,2.4244258403778076
3,0,48,2.135786771774292
3,0,49,1.0202244520187378
3,0,50,0.8332730531692505
3,0,51,2.2818174362182617
3,0,52,1.612891674041748
3,0,53,0.44235798716545105
3,0,54,1.4616053104400635
3,0,55,1.466698408126831
3,0,56,1.8046069145202637
3,0,57,1.6234592199325562
3,0,58,0.4648326635360718
3,0,59,0.627273678779602
3,0,60,1.9147902727127075
3,0,61,2.099128246307373
3,0,62,2.33625864982605
3,0,63,1.5457454919815063
3,0,64,1.834210991859436
3,0,65,1.453497290611267
3,0,66,1.1165118217468262
3,0,67,0.35905301570892334
3,0,68,1.847912311553955
3,0,69,1.8075008392333984
3,0,70,1.7464072704315186
3,0,71,2.1910414695739746
3,0,72,0.7880483269691467
3,0,73,1.6017367839813232
3,0,74,1.5216699838638306
3,0,75,1.7578558921813965
3,0,76,1.6868799924850464
3,0,77,1.2704986333847046
3,0,78,0.8769062757492065
3,0,79,0.9901340007781982
3,0,80,1.9898715019226074
3,0,81,1.9375923871994019
3,0,82,1.5655927658081055
3,0,83,0.8945762515068054
3,0,84,1.6457581520080566
3,0,85,2.0097198486328125
3,0,86,1.8724347352981567
3,0,87,0.8536859154701233
3,0,88,1.151953935623169
3,0,89,1.9141511917114258
3,0,90,2.1884658336639404
3,0,91,1.5876352787017822
3,0,92,2.1882870197296143
3,0,93,1.5977927446365356
3,0,94,2.158480644226074
3,0,95,1.7241663932800293
3,0,96,1.9273861646652222
3,0,97,0.8599509000778198
3,0,98,2.201556444168091
3,0,99,1.7631821632385254
3,1,0,1.3493945598602295
3,1,1,1.5799903869628906
3,1,2,1.0630890130996704
3,1,3,0.21854563057422638
3,1,4,1.66331148147583
3,1,5,1.452707052230835
3,1,6,1.6170220375061035
3,1,7,1.356644868850708
3,1,8,1.4225132465362549
3,1,9,1.623612880706787
3,1,10,2.2188732624053955
3,1,11,1.8114571571350098
3,1,12,1.24966561794281
3,1,13,1.0425686836242676
3,1,14,2.035337209701538
3,1,15,1.6298037767410278
3,1,16,1.703189492225647
3,1,17,1.103171467781067
3,1,18,2.366818904876709
3,1,19,1.5985875129699707
3,1,20,1.4994115829467773
3,1,21,1.5228081941604614
3,1,22,1.774742603302002
3,1,23,1.904769778251648
3,1,24,2.040282726287842
3,1,25,0.44198817014694214
3,1,26,1.3147282600402832
3,1,27,1.3301568031311035
3,1,28,1.742850661277771
3,1,29,0.5734124183654785
3,1,30,1.7871376276016235
3,1,31,1.3014498949050903
3,1,32,1.9354116916656494
3,1,33,1.4738038778305054
3,1,34,0.722868800163269
3,1,35,2.646568536758423
3,1,36,1.7309151887893677
3,1,37,1.9185161590576172
3,1,38,1.9053436517715454
3,1,39,1.6496862173080444
3,1,40,1.4174655675888062
3,1,41,1.5940552949905396
3,1,42,1.5471656322479248
3,1,43,2.254584312438965
3,1,44,1.8103604316711426
3,1,45,1.4533276557922363
