round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,175.98389694467187,10725139,1772521710,524.4148085042834,10725139
1,1,162.5779332779348,10725139,1772499990,524.4148085042834,10725139
2,0,185.281057164073,10725139,1772538704,522.0112334750593,10725139
2,1,172.19454599544406,10725139,1772525407,522.0112334750593,10725139
3,0,193.47485390678048,10725139,1772548313,600.719789493829,10725139
3,1,180.0111109279096,10725139,1772542588,600.719789493829,10725139
4,0,177.12245586887002,10725139,1772539574,605.6250822432339,10725139
4,1,165.78067114949226,10725139,1772529999,605.6250822432339,10725139
5,0,192.70412760600448,10725139,1772532639,572.9961985982955,10725139
5,1,173.96090438589454,10725139,1772527553,572.9961985982955,10725139
6,0,178.5306737422943,10725141,1772539941,605.045071169734,10725139
6,1,162.3227210342884,10725139,1772546277,605.045071169734,10725139
7,0,172.27156111225486,10725139,1772549255,602.0750067569315,10725139
7,1,154.63123283535242,10725139,1772542303,602.0750067569315,10725139
8,0,172.18298484757543,10725139,1772547696,611.7207050211728,10725139
8,1,163.03576620295644,10725139,1772541625,611.7207050211728,10725139
9,0,198.46930373087525,10725139,1772563990,593.1966621242464,10725139
9,1,182.01950988173485,10725139,1772541561,593.1966621242464,10725139
10,0,169.86736255139112,10725139,1772527288,598.1899930685759,10725139
10,1,161.1497722119093,10725139,1772541015,598.1899930685759,10725139
11,0,189.9699635207653,10725139,1772541621,576.8115179724991,10725139
11,1,174.00092453882098,10725139,1772525908,576.8115179724991,10725139
12,0,181.61908591911197,10725139,1772538143,613.2944059930742,10725139
12,1,168.4799787066877,10725139,1772524490,613.2944059930742,10725139
13,0,172.22957151010633,10725139,1772525114,598.8727274090052,10725141
13,1,162.8132099956274,10725139,1772519343,598.8727274090052,10725141
14,0,198.70504555478692,10725139,1772545871,609.1139453984797,10725139
14,1,192.09590330719948,10725139,1772536371,609.1139453984797,10725139
15,0,200.16535921022296,10725139,1772548140,617.0179212912917,10725139
15,1,177.77875186130404,10725141,1772507057,617.0179212912917,10725139
16,0,196.4808432124555,10725139,1772528834,640.9950451925397,10725139
16,1,179.4868585690856,10725139,1772566509,640.9950451925397,10725139
17,0,191.15085247531533,10725139,1772518392,611.9732292294502,10725141
17,1,181.64229530096054,10725141,1772547906,611.9732292294502,10725141
18,0,198.10851691663265,10725139,1772534930,616.1253490447998,10725139
18,1,174.34666607901454,10725139,1772552242,616.1253490447998,10725139
19,0,186.31374396383762,10725139,1772544286,573.2045559361577,10725139
19,1,172.77473855763674,10725141,1772524445,573.2045559361577,10725139
20,0,194.12371456995606,10725139,1772547962,582.0955591648817,10725141
20,1,180.62414872273803,10725139,1772541773,582.0955591648817,10725141
