round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,38.48443620279431,16871331,2217216055,163.48462374135852,16871331
1,1,36.28755237720907,16871331,2217212212,163.48462374135852,16871331
2,0,38.110302867367864,16871331,2217210234,166.44737069681287,16871331
2,1,36.05955022946,16871331,2217201999,166.44737069681287,16871331
3,0,38.39019106887281,16871331,2217211248,173.87943025678396,16871335
3,1,36.58912370353937,16871331,2217219695,173.87943025678396,16871335
4,0,38.14535375125706,16871331,2217211447,168.28055001609027,16871333
4,1,36.49207926914096,16871331,2217187137,168.28055001609027,16871333
5,0,38.586802473291755,16871331,2217221648,170.18119682185352,16871333
5,1,36.521558813750744,16871331,2217208373,170.18119682185352,16871333
6,0,38.42487611994147,16871331,2217224834,165.8993944004178,16871333
6,1,36.61952516809106,16871331,2217210917,165.8993944004178,16871333
7,0,38.242346031591296,16871331,2217196721,175.35878113098443,16871331
7,1,36.18787739612162,16871331,2217193070,175.35878113098443,16871331
8,0,38.47893663495779,16871331,2217209625,164.8212242051959,16871333
8,1,36.48707705177367,16871331,2217231140,164.8212242051959,16871333
9,0,38.338560562580824,16871331,2217214202,167.6796034015715,16871333
9,1,36.54909382201731,16871331,2217224469,167.6796034015715,16871333
10,0,38.22234741598368,16871331,2217209185,173.4082427378744,16871331
10,1,36.30397633649409,16871331,2217250355,173.4082427378744,16871331
11,0,38.94616971164942,16871331,2217231752,164.07153436355293,16871335
11,1,36.454113975167274,16871331,2217203325,164.07153436355293,16871335
12,0,38.82392590120435,16871331,2217167641,163.79435251653194,16871333
12,1,36.870245384052396,16871331,2217215864,163.79435251653194,16871333
13,0,38.54912892356515,16871331,2217222527,170.35728271119297,16871335
13,1,36.25737908296287,16871331,2217195429,170.35728271119297,16871335
14,0,38.56278260797262,16871331,2217204551,166.12359898537397,16871331
14,1,36.19810744933784,16871331,2217217210,166.12359898537397,16871331
15,0,38.16402021981776,16871331,2217210593,166.4898937791586,16871331
15,1,36.20695327967405,16871331,2217230231,166.4898937791586,16871331
16,0,38.56208548694849,16871331,2217193974,185.15271267481148,16871331
16,1,36.554124319925904,16871331,2217234427,185.15271267481148,16871331
17,0,38.85675273090601,16871331,2217221896,188.94234582036734,16871331
17,1,37.03126887790859,16871331,2217213823,188.94234582036734,16871331
18,0,38.64227505028248,16871331,2217186889,191.9620903916657,16871331
18,1,36.57686422020197,16871331,2217213086,191.9620903916657,16871331
19,0,38.72135694138706,16871331,2217201619,189.47731366567314,16871333
19,1,36.624622482806444,16871331,2217199453,189.47731366567314,16871333
20,0,38.63859459385276,16871331,2217189501,195.5222404897213,16871331
20,1,36.94903318211436,16871331,2217218096,195.5222404897213,16871331
