round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,3.444452190771699,10725139,85044648,85.2998383231461,10725139
1,1,0.043984200805425644,10725139,85044648,85.2998383231461,10725139
2,0,2.883162546902895,10725139,85044648,92.10528505221009,10725139
2,1,0.03506752848625183,10725139,85044648,92.10528505221009,10725139
3,0,2.5773417595773935,10725139,85044648,89.13500581681728,10725139
3,1,0.036639707162976265,10725139,85044648,89.13500581681728,10725139
4,0,2.4976632073521614,10725139,85044648,93.2877711430192,10725139
4,1,0.03291420266032219,10725139,85044648,93.2877711430192,10725139
5,0,3.0549532771110535,10725139,85044648,90.4847216065973,10725139
5,1,0.045080700889229774,10725139,85044648,90.4847216065973,10725139
6,0,2.5608770828694105,10725139,85044648,90.38414307124913,10725141
6,1,0.03484754450619221,10725139,85044648,90.38414307124913,10725141
7,0,1.9155106730759144,10725139,85044648,91.3362583629787,10725141
7,1,0.03382406011223793,10725139,85044648,91.3362583629787,10725141
8,0,1.9526002891361713,10725139,85044648,94.06770796887577,10725139
8,1,0.03310922160744667,10725139,85044648,94.06770796887577,10725139
9,0,2.5177599601447582,10725139,85044648,90.37417022511363,10725139
9,1,0.04494616203010082,10725139,85044648,90.37417022511363,10725139
10,0,3.245092622935772,10725139,85044648,88.3456791639328,10725139
10,1,0.0421469546854496,10725141,85044648,88.3456791639328,10725139
11,0,3.1297545228153467,10725139,85044648,89.98767212405801,10725139
11,1,0.034154223278164864,10725139,85044648,89.98767212405801,10725139
12,0,2.2372480649501085,10725139,85044648,91.7245525456965,10725139
12,1,0.03257112018764019,10725139,85044648,91.7245525456965,10725139
13,0,2.5086423940956593,10725139,85044648,90.3798999749124,10725139
13,1,0.03692784160375595,10725139,85044648,90.3798999749124,10725139
14,0,1.7423151470720768,10725139,85044648,92.32926101796329,10725139
14,1,0.03153962455689907,10725139,85044648,92.32926101796329,10725139
15,0,2.3539384733885527,10725141,85044648,88.21373635530472,10725139
15,1,0.03248610161244869,10725141,85044648,88.21373635530472,10725139
16,0,2.0685160979628563,10725139,85044648,89.20859117992222,10725139
16,1,0.03473661653697491,10725139,85044648,89.20859117992222,10725139
17,0,2.650539930909872,10725139,85044648,98.38553385995328,10725139
17,1,0.03344731405377388,10725139,85044648,98.38553385995328,10725139
18,0,2.3618380706757307,10725139,85044648,89.99362977407873,10725141
18,1,0.03535565547645092,10725139,85044648,89.99362977407873,10725141
19,0,2.0265272464603186,10725139,85044648,94.61496511101723,10725139
19,1,0.0317454319447279,10725139,85044648,94.61496511101723,10725139
20,0,2.266996007412672,10725139,85044648,97.67514217458665,10725139
20,1,0.04087275080382824,10725139,85044648,97.67514217458665,10725139
